area_type,area,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20,metric_21,metric_22,metric_23,metric_24,metric_25,metric_26,metric_27,metric_28
parliament,P.181 Tenom,0.055,0.321,0.17,-0.693,0.366,-0.179,-0.572,-0.77,0.05,0.214,0.011,-0.214,0.058,0.012,-0.234,-0.311,-0.022,0.234,0.193,-0.148,-0.051,0.0,-0.412,0.048,-0.127,0.3,0.061,0.2
parliament,P.182 Pensiangan,0.242,0.486,0.233,-0.813,0.332,-0.245,-0.925,-0.817,-0.051,0.249,0.079,-0.168,0.081,-0.232,-0.303,-0.365,-0.22,0.522,0.386,0.089,-0.016,0.0,-0.429,-1.0,-0.342,0.249,-0.95,0.147
parliament,P.183 Beluran,0.2,0.28,0.17,0.015,0.19,0.105,-0.924,-0.799,-0.137,-0.031,0.032,-0.241,0.131,-0.515,-0.338,-0.525,0.154,0.774,0.407,0.244,0.004,-0.274,-0.482,-0.132,-0.22,0.092,-0.611,0.299
parliament,P.184 Libaran,0.01,-0.573,-0.465,0.028,0.07,0.25,-0.889,-0.086,0.102,0.336,-0.059,-0.244,0.131,-0.208,-0.072,-0.232,0.031,0.296,0.386,0.3,-0.062,-0.017,-0.043,-1.0,-0.537,-0.439,-0.95,0.069
parliament,P.185 Batu Sapi,-0.172,-0.446,0.004,0.01,0.239,0.192,0.039,0.004,-0.022,0.47,0.02,-0.22,-0.053,-0.171,0.02,-0.038,0.098,0.162,0.356,0.297,0.073,0.0,0.35,-0.267,-0.605,-0.358,-0.95,0.078
parliament,P.186 Sandakan,-0.776,-0.482,-0.192,0.047,-0.41,-0.32,-0.219,0.383,0.064,0.403,-0.035,-0.24,0.001,-0.071,0.046,0.006,0.18,0.226,0.397,0.3,0.018,0.0,-0.006,0.074,-0.003,-0.55,-0.386,0.025
parliament,P.187 Kinabatangan,0.509,0.292,-0.239,-0.459,0.317,0.061,-0.924,-0.805,-0.187,0.147,0.044,-0.246,0.177,-0.611,-0.312,-0.506,0.157,0.741,0.559,0.07,-0.016,-0.325,-0.388,-0.594,-0.65,-0.287,-0.633,0.03
parliament,P.188 Lahad Datu,0.233,0.144,0.148,-0.556,0.303,0.058,0.019,-0.71,-0.091,0.26,0.001,-0.257,0.137,-0.452,-0.067,-0.266,0.059,0.29,0.559,0.187,-0.016,-0.009,-0.196,-0.414,-0.408,-0.434,-0.607,0.171
parliament,P.189 Semporna,0.016,0.005,-0.406,0.015,0.113,0.142,0.059,-0.238,0.062,0.5,-0.041,-0.243,0.415,-0.301,-0.014,-0.313,0.343,0.53,0.6,-0.118,-0.264,-0.026,-0.086,-0.473,-0.614,-0.362,-0.538,0.028
parliament,P.190 Tawau,0.022,0.147,0.058,-0.302,0.084,0.115,0.034,-0.133,-0.029,0.308,0.008,-0.234,0.124,-0.274,0.009,-0.325,0.101,0.158,0.285,0.327,-0.043,0.0,-0.008,0.033,-0.258,-0.496,-0.653,-0.198
parliament,P.191 Kalabakan,0.116,0.215,-0.174,0.023,0.212,0.205,0.012,-0.682,-0.046,0.207,0.004,-0.244,0.089,-0.243,0.01,-0.216,0.093,0.185,0.59,0.062,-0.019,-0.026,-0.482,-1.0,-0.638,-0.443,-0.95,0.115
parliament,P.192 Mas Gading,0.026,0.236,0.184,-0.712,0.21,0.189,0.021,-0.71,-0.062,0.098,0.045,0.053,-0.141,0.072,-0.212,-0.216,-0.044,0.075,-0.2,0.009,0.051,0.0,-0.22,0.045,-0.434,0.324,-0.283,0.536
parliament,P.193 Santubong,0.027,0.074,-0.475,0.395,0.135,-0.003,0.097,-0.528,0.121,0.123,-0.012,0.032,0.0,-0.173,-0.042,-0.092,-0.031,0.121,0.031,-0.052,0.04,-0.017,-0.081,-0.255,-0.549,0.01,-0.368,0.45
parliament,P.194 Petra Jaya,-0.632,0.075,0.091,0.109,-0.098,-0.321,0.079,0.075,0.207,0.134,-0.032,0.037,-0.077,-0.089,0.08,0.057,0.031,0.005,0.031,-0.049,0.076,0.0,-0.012,0.01,-0.147,-0.31,-0.723,0.129
parliament,P.195 Bandar Kuching,-0.759,-0.703,-0.704,0.225,-0.722,-0.759,0.019,0.235,0.162,-0.034,-0.035,0.024,-0.207,0.197,0.082,0.077,0.185,-0.258,0.051,-0.055,0.018,0.0,-0.007,0.321,0.17,0.03,0.12,0.164
parliament,P.196 Stampin,-0.536,-0.642,-0.626,-0.214,-0.091,-0.25,-0.311,0.067,0.114,0.081,-0.011,0.031,-0.167,0.04,0.085,0.077,0.034,-0.475,0.081,-0.052,0.087,0.0,-0.014,-0.173,-0.366,-0.364,-0.95,0.021
parliament,P.197 Kota Samarahan,0.005,-0.538,-0.539,0.072,0.128,0.15,0.024,0.001,0.316,-0.128,-0.103,0.0,-0.095,-0.301,0.019,0.002,-0.04,0.038,0.051,-0.055,0.131,-0.009,-0.025,0.007,-0.559,-0.007,-0.517,0.2
parliament,P.198 Puncak Borneo,0.022,0.157,0.173,-0.468,0.325,-0.239,0.033,-0.601,-0.015,0.12,0.03,0.051,-0.065,0.066,-0.2,-0.21,-0.018,0.106,0.081,-0.055,0.007,-0.051,-0.115,-1.0,-0.585,0.286,-0.526,0.775
parliament,P.199 Serian,0.026,0.073,0.113,-0.825,0.236,0.079,0.009,-0.679,0.075,0.072,-0.019,0.013,-0.116,0.114,-0.267,-0.3,0.098,0.309,0.071,-0.058,0.011,-0.034,-0.303,0.027,-0.281,0.368,-0.395,0.439
parliament,P.200 Batang Sadong,0.013,-0.053,-0.67,0.171,0.191,0.436,-0.327,-0.719,-0.031,0.033,0.016,0.009,-0.023,0.103,-0.353,-0.39,0.07,0.259,0.02,0.138,-0.047,-0.111,-0.231,0.102,-0.425,0.394,0.01,0.5
parliament,P.201 Batang Lupar,0.041,-0.259,-0.717,0.672,0.127,0.11,-0.36,-0.775,0.06,0.113,0.016,0.049,0.143,0.13,-0.494,-0.39,-0.119,0.466,-0.022,0.13,-0.191,-0.034,-0.172,0.082,0.035,0.313,0.123,0.285
parliament,P.202 Sri Aman,0.061,0.062,0.13,-0.465,0.334,0.244,-0.095,-0.757,-0.019,0.116,0.048,0.074,-0.127,0.19,-0.278,-0.249,0.042,0.071,0.031,0.138,-0.031,-0.017,-0.271,-1.0,-0.622,0.274,-0.95,0.1
parliament,P.203 Lubok Antu,0.079,0.169,0.133,0.054,0.364,-0.205,-0.484,-0.821,0.099,-0.058,0.018,0.058,-0.199,0.27,-0.404,-0.26,0.025,0.061,-0.044,0.066,-0.039,0.0,-0.245,0.145,0.007,0.725,-0.95,0.15
parliament,P.204 Betong,0.024,0.012,0.002,0.088,0.262,0.153,0.003,-0.752,-0.012,0.064,0.032,0.054,-0.105,0.116,-0.37,-0.236,0.056,0.354,0.081,-0.154,0.0,-0.034,-0.189,-1.0,-0.012,0.441,0.151,0.156
parliament,P.205 Saratok,0.032,-0.27,-0.176,0.107,0.24,0.219,-0.236,-0.752,0.221,0.094,0.004,0.076,-0.196,0.101,-0.4,-0.271,-0.031,0.243,0.02,0.043,0.069,0.0,-0.091,0.072,-0.379,0.673,0.104,0.497
parliament,P.206 Tanjong Manis,0.042,-0.512,-0.74,0.752,0.064,0.148,0.047,-0.788,0.003,-0.133,0.021,0.042,-0.051,0.042,-0.405,-0.257,-0.066,0.185,-0.044,-0.016,0.011,0.0,-0.129,0.107,-0.5,0.364,-0.95,0.725
parliament,P.207 Igan,0.047,-0.714,-0.7,0.317,0.155,0.457,-0.413,-0.803,-0.106,-0.268,0.056,0.046,-0.022,0.035,-0.375,-0.339,0.051,0.329,0.173,-0.004,-0.004,-0.034,-0.11,0.14,-0.087,0.398,0.044,0.744
parliament,P.208 Sarikei,0.004,-0.499,-0.569,0.045,0.107,0.167,0.031,-0.603,0.16,-0.054,-0.0,0.053,-0.027,0.089,-0.236,-0.181,0.081,0.067,0.081,-0.004,-0.035,-0.026,-0.02,-1.0,0.013,0.653,0.327,0.219
parliament,P.209 Julau,0.066,0.069,0.073,-0.801,0.386,-0.218,-0.587,-0.804,0.076,0.076,0.011,0.049,-0.049,0.118,-0.5,-0.334,-0.04,0.253,0.041,0.21,-0.039,0.0,-0.347,-1.0,0.024,0.548,0.004,0.024
parliament,P.210 Kanowit,0.047,0.091,0.061,-0.012,0.335,-0.251,-0.482,-0.808,0.194,-0.101,-0.031,0.036,0.017,0.202,-0.464,-0.341,0.098,0.332,0.061,0.089,-0.136,-0.077,-0.253,0.163,-0.113,0.557,0.267,0.111
parliament,P.211 Lanang,0.004,-0.599,-0.629,0.155,0.082,0.262,0.049,-0.249,0.142,-0.026,-0.037,0.019,-0.108,0.032,-0.065,-0.05,0.006,0.102,0.112,-0.031,0.055,-0.009,-0.015,0.096,0.077,0.117,-0.623,-0.143
parliament,P.212 Sibu,0.024,-0.411,-0.294,0.104,0.135,0.361,0.036,-0.433,-0.026,-0.117,-0.015,-0.01,-0.195,0.024,0.028,0.004,0.051,-0.308,-0.289,-0.031,0.12,0.0,-0.031,0.015,-0.408,0.041,-0.466,-0.019
parliament,P.213 Mukah,0.07,-0.577,-0.745,-0.155,0.183,0.557,0.022,-0.77,-0.007,-0.099,0.023,0.044,-0.057,0.019,-0.147,-0.206,0.076,0.092,-0.178,0.028,0.029,-0.026,-0.171,0.12,-0.319,0.259,0.191,-0.114
parliament,P.214 Selangau,0.251,0.118,0.143,-0.754,0.363,0.198,0.031,-0.832,-0.129,-0.05,0.052,0.031,-0.066,-0.074,-0.313,-0.285,-0.013,0.108,0.01,0.025,0.066,-0.051,-0.477,-1.0,-0.145,0.332,0.057,0.096
parliament,P.215 Kapit,0.167,0.167,0.177,-0.356,0.45,-0.424,-0.142,-0.826,0.231,-0.001,-0.032,0.039,0.105,0.073,-0.364,-0.149,0.011,-0.192,0.163,0.025,-0.128,0.0,-0.469,0.063,-0.413,0.334,0.203,0.029
parliament,P.216 Hulu Rajang,0.975,0.346,0.76,0.085,0.44,-0.172,-0.516,-0.85,-0.365,-0.33,0.091,-0.013,-0.212,-0.297,-0.31,-0.367,-0.158,0.005,0.031,0.089,0.218,-0.043,-0.561,-1.0,0.023,0.353,-0.95,0.013
parliament,P.217 Bintulu,0.225,0.081,0.113,0.009,0.179,0.46,0.95,-0.737,-0.179,0.0,0.034,-0.018,-0.119,-0.496,0.079,-0.014,-0.053,-0.575,-0.111,0.017,0.197,-0.009,-0.097,0.008,-0.486,-0.323,-0.658,0.08
parliament,P.218 Sibuti,0.029,-0.167,0.006,0.048,0.029,0.288,0.012,-0.667,-0.031,-0.009,0.0,-0.004,-0.136,-0.114,-0.032,-0.276,-0.075,0.042,-0.133,-0.073,0.12,0.0,-0.007,-1.0,-0.493,0.2,-0.95,0.027
parliament,P.219 Miri,0.006,-0.627,-0.743,0.25,-0.004,0.578,0.055,0.005,-0.047,0.018,0.001,-0.007,-0.236,-0.159,0.077,0.044,0.008,-0.308,-0.2,-0.079,0.204,-0.026,-0.006,0.099,-0.205,-0.336,-0.617,0.012
parliament,P.220 Baram,0.626,0.426,0.254,-0.465,0.448,-0.181,-0.273,-0.843,-0.103,-0.038,-0.134,-0.114,-0.076,-0.037,-0.297,-0.375,0.039,0.177,0.061,-0.037,0.062,-0.017,-0.422,0.024,0.052,0.576,-0.41,0.181
parliament,P.221 Limbang,0.106,0.435,0.455,-0.531,0.423,-0.373,0.002,-0.811,0.041,0.037,0.02,0.056,0.06,-0.001,-0.004,-0.088,0.084,0.106,0.142,0.066,-0.047,-0.137,-0.149,0.06,-0.164,0.199,-0.189,0.259
parliament,P.222 Lawas,0.096,0.391,0.172,-0.328,0.421,-0.42,0.027,-0.816,0.073,0.084,-0.004,0.022,0.112,0.028,-0.145,-0.115,0.084,0.181,0.132,0.297,-0.109,-0.034,-0.198,0.089,0.003,0.26,0.135,0.287
sla,N.01 Titi Tinggi,-0.225,0.061,0.067,-0.925,-0.201,0.151,-0.569,-0.288,-0.043,-0.003,0.014,0.057,-0.13,-0.033,-0.026,-0.054,-0.095,0.016,0.077,0.0,0.09,0.0,0.0,-0.975,0.003,0.022,0.098,0.116
sla,N.02 Beseri,-0.168,0.105,0.11,0.098,-0.08,-0.477,-0.656,-0.35,0.1,-0.064,-0.128,0.015,-0.135,-0.012,-0.088,-0.123,-0.042,0.027,-0.268,-0.141,0.087,0.0,-0.005,-0.975,-0.263,-0.163,0.103,0.04
sla,N.03 Chuping,-0.093,0.015,-0.314,-0.854,-0.65,-0.429,-0.577,-0.27,-0.014,-0.022,-0.074,0.018,-0.001,0.007,-0.097,-0.101,-0.129,-0.488,-0.23,-0.087,0.008,0.0,-0.005,-0.975,-0.308,-0.063,-0.9,0.025
sla,N.04 Mata Ayer,-0.666,-0.319,-0.516,-0.54,-0.637,-0.573,0.029,0.016,0.066,-0.065,-0.12,0.016,-0.134,0.039,0.004,-0.009,-0.187,-0.875,0.07,-0.122,0.065,0.0,0.0,-0.975,-0.164,-0.028,0.448,0.02
sla,N.05 Santan,-0.635,-0.106,0.001,-0.641,-0.685,-0.772,-0.139,0.012,0.134,-0.114,-0.135,0.015,-0.122,0.115,-0.092,-0.129,-0.008,-0.115,0.056,-0.035,0.014,0.0,0.0,-0.975,-0.051,-0.124,-0.9,0.022
sla,N.06 Bintong,-0.463,0.048,0.063,-0.633,-0.334,-0.785,-0.337,0.008,0.161,-0.034,-0.022,0.039,-0.098,-0.046,-0.002,-0.055,0.004,-0.244,-0.46,-0.089,0.073,0.0,-0.011,-0.975,-0.728,-0.313,-0.9,-0.171
sla,N.07 Sena,-0.671,-0.626,-0.833,0.022,-0.779,-0.824,0.06,0.038,0.164,-0.085,0.003,0.05,-0.09,0.062,0.026,0.069,0.091,-0.129,0.077,-0.005,0.027,0.0,0.0,-0.975,0.028,0.022,0.235,0.069
sla,N.08 Indera Kayangan,-0.728,-0.459,-0.449,-0.779,-0.786,-0.844,0.127,0.116,0.167,-0.105,0.001,0.045,-0.055,0.047,0.033,0.061,-0.018,-0.746,0.021,-0.139,0.014,0.0,0.0,0.127,0.171,0.048,-0.9,0.033
sla,N.09 Kuala Perlis,-0.662,0.01,0.026,0.065,-0.441,-0.799,0.002,0.033,0.093,-0.079,-0.063,0.027,-0.131,-0.105,-0.089,-0.072,-0.029,0.016,-0.096,-0.103,0.103,0.0,-0.005,-0.975,-0.01,-0.117,0.242,0.055
sla,N.10 Kayang,-0.626,-0.204,-0.735,0.008,-0.709,-0.838,0.035,0.014,0.153,-0.064,-0.096,0.025,-0.075,0.052,0.126,0.007,-0.256,-0.789,0.195,-0.042,0.022,0.0,-0.01,-0.975,-0.564,-0.124,-0.9,0.014
sla,N.11 Pauh,-0.529,-0.157,-0.256,-0.82,-0.445,-0.004,0.003,0.025,0.19,-0.215,-0.031,0.039,-0.451,-0.407,0.021,0.012,-0.042,-0.803,0.16,-0.073,0.4,0.0,-0.004,-0.975,-0.4,0.002,0.166,-0.053
sla,N.12 Tambun Tulang,-0.529,-0.626,-0.763,0.079,-0.744,-0.841,0.032,0.007,0.144,-0.057,-0.168,0.01,-0.168,0.017,0.029,-0.018,-0.143,-0.703,-0.249,-0.002,0.098,0.0,0.0,-0.975,-0.194,-0.21,-0.9,0.02
sla,N.13 Guar Sanji,-0.556,-0.631,-0.909,0.077,-0.671,-0.846,-0.277,0.001,0.135,-0.032,-0.006,0.04,0.001,0.068,-0.085,-0.08,-0.172,-0.674,-0.422,-0.106,-0.023,0.0,0.0,-0.975,-0.183,0.041,-0.9,0.013
sla,N.14 Simpang Empat,-0.591,-0.67,-0.909,0.129,-0.705,-0.841,0.017,0.007,0.169,-0.039,-0.086,0.028,-0.143,0.049,-0.129,-0.18,-0.026,-0.359,-0.364,-0.141,0.063,0.0,0.0,-0.975,-0.526,0.036,0.35,0.054
sla,N.15 Sanglang,-0.587,-0.66,-0.91,0.109,-0.661,-0.846,0.006,0.001,0.117,-0.053,-0.037,0.031,-0.05,0.108,-0.065,-0.154,-0.061,-0.473,0.181,0.053,-0.016,0.0,0.0,-0.975,-0.039,0.019,-0.9,0.02
sla,N.01 Ayer Hangat,0.01,0.133,0.137,0.012,0.105,-0.59,-0.588,-0.308,-0.023,-0.038,0.01,0.017,-0.011,-0.174,0.085,-0.13,-0.243,-0.746,0.174,0.064,0.046,0.0,0.0,-0.975,0.011,-0.213,0.14,0.032
sla,N.02 Kuah,-0.0,0.045,0.153,0.027,-0.017,-0.65,-0.387,0.002,0.031,-0.089,0.011,0.024,0.01,-0.262,0.147,0.006,-0.137,-0.746,0.195,0.076,0.044,0.0,-0.007,0.012,-0.071,-0.18,0.12,-0.178
sla,N.03 Kota Siputeh,-0.093,0.006,-0.74,0.06,-0.493,-0.509,-0.547,-0.107,0.146,-0.008,0.005,0.02,-0.109,0.203,-0.107,-0.216,-0.069,0.01,0.021,-0.085,-0.029,0.0,0.0,-0.975,-0.464,0.006,0.03,0.014
sla,N.04 Ayer Hitam,-0.022,-0.196,-0.869,0.084,-0.572,-0.679,-0.504,-0.134,0.136,0.013,0.007,0.024,-0.069,0.321,-0.051,-0.136,-0.19,0.003,-0.249,-0.132,-0.09,0.0,-0.013,-0.975,0.004,0.065,0.025,-0.339
sla,N.05 Bukit Kayu Hitam,0.023,0.109,0.092,-0.646,-0.131,0.116,-0.532,-0.254,0.239,0.045,0.015,0.043,-0.129,-0.022,-0.009,-0.01,0.006,-0.344,0.112,-0.035,0.087,0.0,0.0,0.003,-0.3,-0.117,0.055,0.004
sla,N.06 Jitra,0.0,0.053,-0.367,0.004,-0.215,0.039,0.0,0.014,0.109,0.004,0.008,0.023,0.005,0.015,0.065,0.119,0.044,-0.215,-0.364,-0.162,-0.004,0.0,0.0,0.025,0.015,-0.264,0.032,-0.315
sla,N.07 Kuala Nerang,0.039,0.112,0.085,0.012,0.049,0.114,-0.746,-0.616,0.008,0.006,0.009,0.019,0.029,0.099,-0.097,0.04,-0.029,-0.029,0.049,0.017,-0.059,0.0,0.0,0.055,0.038,0.019,0.289,0.036
sla,N.08 Pedu,0.041,0.073,0.062,0.099,0.018,0.092,-0.778,-0.634,-0.037,0.055,0.015,0.024,-0.009,0.079,-0.188,-0.163,-0.198,0.074,-0.115,-0.042,-0.023,0.0,0.0,-0.975,-0.26,-0.026,0.032,-0.446
sla,N.09 Bukit Lada,0.004,0.002,-0.668,0.003,-0.241,0.101,-0.499,-0.122,-0.128,0.034,0.021,0.021,-0.05,0.093,-0.058,-0.099,-0.092,0.017,0.0,0.067,-0.01,0.0,0.0,0.012,-0.034,0.007,-0.012,-0.266
sla,N.10 Bukit Pinang,-0.397,-0.358,-0.853,0.015,-0.58,-0.658,0.001,0.012,0.186,-0.084,-0.001,0.013,-0.032,0.126,0.023,0.038,-0.079,0.005,0.049,-0.056,-0.031,0.0,0.0,0.016,0.002,0.017,0.009,0.259
sla,N.11 Derga,-0.697,-0.642,-0.88,0.005,-0.747,-0.817,0.098,0.147,0.134,-0.03,0.005,0.018,0.056,0.198,-0.025,-0.005,0.032,-0.014,0.063,-0.028,-0.119,0.0,0.0,-0.975,-0.456,-0.237,-0.9,-0.339
sla,N.12 Suka Menanti,-0.649,-0.616,-0.877,0.024,-0.707,-0.825,0.025,0.098,0.174,0.02,-0.103,-0.028,-0.059,0.077,-0.012,0.058,-0.079,-0.316,0.147,-0.094,0.0,0.0,0.0,0.029,-0.285,-0.532,-0.9,-0.344
sla,N.13 Kota Darul Aman,-0.724,-0.59,-0.869,0.029,-0.774,-0.831,0.161,0.086,0.139,-0.099,0.007,0.025,-0.006,0.253,0.087,0.045,-0.235,-0.875,0.216,-0.014,-0.086,0.0,0.0,0.145,0.659,0.074,0.775,0.115
sla,N.14 Alor Mengkudu,-0.401,-0.652,-0.913,0.012,-0.721,-0.841,-0.002,0.017,0.128,0.003,0.007,0.022,0.01,0.086,0.024,0.053,-0.074,0.005,0.0,-0.122,-0.037,0.0,0.0,-0.975,-0.499,-0.023,-0.9,-0.362
sla,N.15 Anak Bukit,-0.397,-0.165,-0.869,0.033,-0.513,-0.842,-0.206,0.014,0.024,-0.016,0.003,0.009,0.08,0.08,-0.025,0.196,0.073,-0.402,0.105,-0.122,-0.098,0.0,0.0,-0.975,-0.18,-0.027,0.072,-0.169
sla,N.16 Kubang Rotan,-0.481,-0.629,-0.875,0.191,-0.693,-0.837,0.002,0.036,0.094,-0.007,0.005,0.017,0.051,0.089,-0.083,-0.105,0.025,0.066,0.007,-0.059,-0.076,0.0,0.0,-0.975,-0.113,-0.237,-0.232,-0.188
sla,N.17 Pengkalan Kundor,-0.357,-0.667,-0.87,0.078,-0.622,-0.836,-0.115,0.022,0.175,0.029,0.004,0.02,0.026,0.11,0.018,0.081,0.039,0.0,0.119,-0.157,-0.061,0.0,0.0,-0.975,0.004,-0.301,0.077,-0.362
sla,N.18 Tokai,-0.088,-0.307,-0.853,0.01,-0.604,-0.629,-0.415,0.002,0.099,-0.002,0.009,0.023,0.045,0.144,-0.05,-0.091,-0.084,-0.115,0.195,-0.033,-0.09,0.0,0.0,-0.975,0.022,0.011,0.075,0.043
sla,N.19 Sungai Tiang,0.024,0.132,0.092,-0.746,-0.084,0.19,-0.69,-0.411,-0.134,0.055,0.019,0.02,0.133,0.076,-0.236,-0.24,-0.113,0.059,-0.192,-0.052,-0.141,0.0,0.0,-0.975,-0.392,0.001,0.099,-0.238
sla,N.20 Sungai Limau,-0.115,-0.533,-0.903,0.079,-0.51,-0.843,-0.54,-0.002,-0.006,0.102,0.007,0.013,0.106,0.223,-0.177,-0.239,-0.092,0.036,-0.287,-0.202,-0.166,0.0,0.0,-0.975,-0.081,0.008,-0.9,0.016
sla,N.21 Guar Chempedak,-0.318,0.204,0.171,0.042,-0.107,-0.544,-0.487,0.006,0.066,0.051,-0.01,0.004,0.077,0.141,-0.188,-0.193,0.075,0.093,0.056,-0.139,-0.117,0.0,0.0,0.019,0.014,0.011,0.344,-0.244
sla,N.22 Gurun,0.003,0.203,0.091,-0.97,-0.145,0.126,-0.344,0.0,0.116,0.006,0.008,0.024,0.07,0.057,-0.281,-0.211,0.066,0.121,-0.422,-0.089,-0.082,0.0,0.0,-0.975,0.014,0.006,0.05,0.021
sla,N.23 Belantek,0.091,0.196,0.162,0.005,0.413,-0.322,-0.795,-0.706,-0.017,-0.012,0.011,0.02,-0.056,0.104,-0.156,-0.182,-0.032,0.073,-0.268,-0.15,-0.012,0.0,-0.116,0.026,0.039,0.026,0.239,0.015
sla,N.24 Jeneri,0.012,0.12,0.153,-0.375,0.171,0.299,-0.685,-0.413,0.1,-0.014,0.008,0.022,0.031,0.236,-0.046,-0.112,-0.087,-0.459,-0.249,-0.082,-0.111,0.0,-0.007,-0.975,-0.038,0.003,0.016,-0.247
sla,N.25 Bukit Selambau,0.009,0.002,0.005,-0.302,-0.251,0.194,-0.108,0.013,-0.008,0.042,0.01,0.018,0.057,-0.245,0.042,0.038,0.078,0.017,0.063,-0.106,-0.016,0.0,0.0,0.019,-0.061,-0.416,0.016,0.021
sla,N.26 Tanjong Dawai,-0.026,0.207,0.095,0.083,-0.266,-0.51,-0.318,0.007,0.147,0.028,0.013,0.034,-0.124,-0.01,-0.188,-0.232,-0.021,0.123,-0.249,-0.176,0.082,0.0,-0.005,-0.975,-0.287,0.001,0.028,0.046
sla,N.27 Pantai Merdeka,-0.172,-0.108,-0.181,0.132,-0.447,-0.545,-0.299,0.01,0.072,-0.016,0.01,0.024,-0.002,-0.12,-0.136,-0.28,-0.055,0.119,-0.096,-0.127,0.033,0.0,0.0,-0.975,-0.036,-0.124,0.084,-0.344
sla,N.28 Bakar Arang,-0.613,-0.513,-0.369,0.03,-0.558,-0.591,0.027,0.122,-0.039,0.074,0.007,0.012,0.015,-0.166,0.038,0.033,0.042,-0.502,0.0,-0.143,0.019,0.0,0.0,0.051,0.038,-0.268,-0.438,-0.389
sla,N.29 Sidam,-0.326,-0.353,-0.456,0.009,-0.353,0.145,0.008,0.048,-0.006,0.038,0.007,0.014,0.072,-0.357,-0.045,-0.109,0.019,0.051,-0.172,-0.129,-0.016,0.0,0.0,-0.18,-0.366,-0.556,-0.9,-0.376
sla,N.30 Bayu,0.05,0.234,0.162,-0.995,0.41,-0.331,-0.746,-0.61,0.077,-0.03,0.009,0.023,0.036,0.195,-0.184,-0.228,0.03,0.136,0.042,-0.012,-0.1,0.0,-0.03,0.015,0.022,0.021,0.217,0.008
sla,N.31 Kupang,0.023,0.355,0.135,-0.962,0.234,0.151,-0.738,-0.452,0.059,0.028,0.01,0.022,0.069,0.037,-0.118,-0.218,-0.092,0.104,-0.364,0.048,-0.072,0.0,-0.042,-0.975,0.018,0.014,0.062,0.044
sla,N.32 Kuala Ketil,0.008,-0.206,-0.491,-0.046,-0.05,0.295,-0.58,-0.177,-0.018,-0.074,0.01,0.018,-0.095,-0.056,-0.198,-0.246,0.0,0.144,-0.038,0.017,0.073,0.0,0.0,-0.975,0.021,0.026,0.054,0.04
sla,N.33 Merbau Pulas,0.007,0.072,0.013,-0.051,-0.127,0.213,-0.182,0.007,0.071,0.088,0.002,0.01,0.025,-0.35,-0.055,-0.192,-0.066,0.065,-0.134,-0.052,0.038,0.0,-0.001,-0.028,0.007,-0.24,0.054,-0.426
sla,N.34 Lunas,-0.371,-0.461,-0.652,-0.893,-0.308,0.082,0.01,0.074,-0.002,0.024,0.01,0.019,0.063,-0.317,-0.023,-0.07,-0.045,0.019,0.0,-0.009,-0.014,0.0,-0.001,0.003,0.002,-0.469,-0.369,-0.409
sla,N.35 Kulim,0.02,0.358,0.143,-0.94,0.18,0.121,-0.645,-0.211,0.045,0.027,0.007,0.017,0.03,-0.171,0.032,0.018,0.019,0.058,-0.134,0.031,0.003,0.0,0.0,-0.975,0.016,-0.054,0.096,-0.112
sla,N.36 Bandar Baharu,0.008,0.046,0.079,-0.69,0.048,0.153,-0.559,-0.261,0.033,0.005,0.007,0.016,-0.032,0.142,-0.096,-0.256,-0.045,0.012,-0.096,-0.066,-0.037,0.0,0.0,-0.975,0.011,0.045,0.21,0.024
sla,N.01 Pengkalan Kubor,-0.529,-0.652,-0.857,0.067,-0.627,-0.786,-0.306,0.027,0.075,0.344,0.035,0.004,0.225,-0.083,-0.31,-0.212,-0.145,0.16,0.035,-0.188,-0.18,0.0,-0.437,-0.975,-0.216,-0.446,0.151,0.237
sla,N.02 Kelaboran,-0.507,-0.652,-0.85,0.049,-0.408,-0.753,-0.156,0.024,0.15,0.208,0.033,0.009,0.216,0.0,-0.258,-0.185,-0.066,0.091,-0.402,-0.329,-0.182,0.0,-0.146,0.015,-0.146,-0.292,0.078,0.189
sla,N.03 Pasir Pekan,-0.618,-0.642,-0.839,0.142,-0.561,-0.755,0.06,0.063,0.198,0.24,0.033,0.012,0.21,0.004,-0.137,0.031,0.039,0.037,-0.345,-0.315,-0.18,0.0,-0.214,-0.975,-0.135,-0.431,-0.05,0.097
sla,N.04 Wakaf Bharu,-0.569,-0.639,-0.847,0.009,-0.485,-0.722,0.003,0.039,0.143,0.217,0.034,0.009,0.187,0.012,0.009,0.066,0.092,0.014,0.014,-0.211,-0.164,0.0,-0.267,-0.975,-0.124,-0.419,0.07,0.162
sla,N.05 Kijang,-0.649,-0.662,-0.839,0.244,-0.431,-0.623,0.004,0.056,0.108,0.168,0.031,0.004,0.054,-0.071,-0.172,-0.158,-0.042,0.085,-0.019,-0.052,-0.037,0.0,-0.228,-0.975,-0.228,-0.32,-0.9,0.288
sla,N.06 Chempaka,-0.622,-0.665,-0.85,0.157,-0.534,-0.708,0.046,0.065,0.235,0.263,0.041,0.024,-0.003,-0.173,-0.039,-0.014,0.014,0.023,0.112,-0.078,0.044,0.0,-0.17,-0.975,-0.507,-0.34,-0.042,0.085
